18:43:49,335 4,58 34,68 19,94 8,08 10,79 7,89 4,67 0,00 0,00 0,00 0,08 0,07 0,08 58,01 14,40 64,62 76,52 35,16 77,67 11,64 1,35 2,87 0,43 0,66 52,86 7,01 46,66 19,79 4,36 0,02 0,05 0,70 0,81 0,01 21,07 3,90 11,57 40,90 1,79 8,27 2,80 6,27 0,01 0,02 0,02 0,06 0,16 0,01
18:44:14,802 2,80 17,46 11,63 4,36 5,86 4,83 2,83 0,00 0,00 0,00 0,03 0,04 0,04 2,55 7,45 0,63 20,36 17,06 9,28 3,33 0,67 0,41 0,14 0,34 13,16 3,94 2,46 8,39 2,52 0,00 0,00 0,50 0,59 0,00 9,47 0,16 0,27 29,52 0,27 7,17 2,48 5,59 0,01 0,03 0,03 0,08 0,20 0,01
18:44:17,109 2,81 17,53 11,67 4,37 5,88 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,57 7,46 0,63 20,41 17,08 9,31 3,28 0,67 0,40 0,14 0,33 12,98 3,91 2,39 8,31 2,51 0,00 0,00 0,50 0,59 0,00 23,04 5,58 17,62 42,42 2,21 6,30 2,22 5,04 0,05 0,18 0,33 0,48 0,90 0,07
18:44:19,414 2,81 17,55 11,68 4,38 5,89 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,47 7,40 0,60 20,08 16,94 9,08 3,24 0,66 0,39 0,14 0,33 13,25 3,95 2,50 8,42 2,53 0,00 0,00 0,50 0,59 0,00 23,24 5,79 18,39 42,57 2,26 6,41 2,25 5,11 0,07 0,25 0,48 0,62 1,14 0,09
18:44:21,762 2,81 17,51 11,66 4,37 5,88 4,84 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,46 7,39 0,59 20,02 16,91 9,03 3,19 0,66 0,38 0,13 0,33 13,23 3,95 2,49 8,41 2,53 0,00 0,00 0,50 0,59 0,00 29,98 16,10 61,08 47,23 4,13 6,76 2,36 5,33 0,01 0,05 0,06 0,15 0,32 0,02
18:44:24,070 2,81 17,50 11,66 4,36 5,87 4,84 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,48 7,41 0,60 20,09 16,94 9,08 3,16 0,65 0,38 0,13 0,33 12,84 3,90 2,34 8,26 2,50 0,00 0,00 0,50 0,59 0,00 46,52 94,30 485,77 56,49 11,68 10,05 3,31 7,34 0,10 0,32 0,66 0,79 1,40 0,12
18:44:26,357 2,80 17,41 11,61 4,35 5,85 4,83 2,83 0,00 0,00 0,00 0,03 0,04 0,04 2,46 7,39 0,59 20,02 16,91 9,03 3,14 0,65 0,37 0,13 0,33 12,76 3,89 2,31 8,23 2,49 0,00 0,00 0,50 0,59 0,00 26,95 10,49 36,95 45,22 3,21 8,23 2,79 6,24 0,01 0,03 0,04 0,10 0,23 0,01
18:44:28,674 2,79 17,35 11,58 4,33 5,83 4,81 2,82 0,00 0,00 0,00 0,03 0,04 0,04 2,45 7,39 0,59 20,01 16,90 9,03 3,08 0,64 0,36 0,13 0,32 12,97 3,91 2,39 8,31 2,51 0,00 0,00 0,50 0,59 0,00 26,51 9,82 34,21 44,92 3,09 8,29 2,80 6,28 0,01 0,03 0,03 0,08 0,20 0,01
18:44:31,012 2,80 17,43 11,62 4,35 5,85 4,83 2,83 0,00 0,00 0,00 0,03 0,04 0,04 2,45 7,39 0,59 20,01 16,90 9,02 3,05 0,64 0,36 0,13 0,32 12,64 3,87 2,26 8,18 2,48 0,00 0,00 0,50 0,59 0,00 22,04 4,67 14,30 41,66 1,99 6,83 2,38 5,37 0,00 0,02 0,01 0,05 0,13 0,00
18:44:33,315 2,79 17,40 11,60 4,34 5,84 4,82 2,82 0,00 0,00 0,00 0,03 0,04 0,04 2,45 7,39 0,59 20,00 16,90 9,02 3,04 0,64 0,36 0,13 0,32 12,87 3,90 2,35 8,27 2,50 0,00 0,00 0,50 0,59 0,00 49,94 125,46 679,08 58,15 13,81 5,84 2,08 4,74 0,00 0,01 0,01 0,04 0,10 0,00
18:44:35,640 2,78 17,31 11,56 4,32 5,82 4,80 2,81 0,00 0,00 0,00 0,03 0,04 0,04 2,43 7,38 0,58 19,92 16,86 8,96 3,00 0,63 0,35 0,13 0,32 12,62 3,87 2,25 8,17 2,48 0,00 0,00 0,50 0,59 0,00 24,63 7,30 24,16 43,59 2,59 7,12 2,46 5,56 0,01 0,02 0,02 0,07 0,16 0,01
18:44:37,955 2,79 17,33 11,57 4,33 5,82 4,81 2,82 0,00 0,00 0,00 0,03 0,03 0,04 2,40 7,36 0,57 19,82 16,82 8,89 2,98 0,63 0,35 0,13 0,32 12,87 3,90 2,35 8,27 2,50 0,00 0,00 0,50 0,59 0,00 42,41 65,01 314,00 54,40 9,38 8,47 2,86 6,39 0,11 0,36 0,77 0,88 1,54 0,14
18:44:40,250 2,78 17,25 11,53 4,31 5,80 4,79 2,81 0,00 0,00 0,00 0,03 0,04 0,04 2,39 7,35 0,57 19,81 16,81 8,88 2,94 0,63 0,34 0,12 0,31 13,00 3,92 2,40 8,32 2,51 0,00 0,00 0,50 0,59 0,00 55,02 185,21 1072,31 60,50 17,37 7,76 2,65 5,96 0,00 0,02 0,02 0,05 0,13 0,00
18:44:42,568 2,77 17,20 11,50 4,30 5,78 4,78 2,80 0,00 0,00 0,00 0,03 0,03 0,04 2,39 7,35 0,57 19,80 16,81 8,88 2,91 0,62 0,33 0,12 0,31 12,64 3,87 2,26 8,18 2,48 0,00 0,00 0,50 0,59 0,00 16,23 1,36 3,38 36,77 0,97 6,59 2,31 5,22 0,02 0,09 0,13 0,24 0,50 0,03
18:44:44,898 2,76 17,10 11,45 4,28 5,75 4,76 2,79 0,00 0,00 0,00 0,03 0,03 0,04 2,39 7,35 0,57 19,80 16,81 8,88 2,88 0,62 0,33 0,12 0,31 12,42 3,85 2,18 8,09 2,47 0,00 0,00 0,50 0,59 0,00 17,61 1,90 4,97 38,02 1,17 4,91 1,80 4,12 0,02 0,06 0,08 0,17 0,36 0,02
18:44:47,188 2,77 17,17 11,48 4,29 5,77 4,78 2,80 0,00 0,00 0,00 0,03 0,03 0,04 2,35 7,32 0,55 19,64 16,73 8,76 2,87 0,62 0,33 0,12 0,31 12,75 3,89 2,31 8,23 2,49 0,00 0,00 0,50 0,59 0,00 18,83 2,48 6,81 39,07 1,37 4,78 1,76 4,03 0,00 0,02 0,02 0,06 0,16 0,01
18:44:49,505 2,77 17,18 11,49 4,29 5,78 4,78 2,80 0,00 0,00 0,00 0,03 0,03 0,04 2,34 7,32 0,55 19,61 16,72 8,74 2,86 0,62 0,32 0,12 0,31 12,52 3,86 2,22 8,13 2,47 0,00 0,00 0,50 0,59 0,00 16,44 1,44 3,59 36,97 1,00 7,06 2,45 5,52 0,02 0,08 0,12 0,23 0,48 0,03
18:44:51,839 2,79 17,39 11,60 4,34 5,84 4,82 2,82 0,00 0,00 0,00 0,03 0,03 0,04 2,45 7,39 0,59 20,01 16,90 9,02 3,28 0,67 0,40 0,14 0,33 13,00 3,92 2,40 8,32 2,51 0,00 0,00 0,50 0,59 0,00 20,09 3,22 9,23 40,11 1,60 7,23 2,50 5,62 0,02 0,07 0,10 0,19 0,41 0,02
18:44:54,118 2,84 17,82 11,82 4,44 5,97 4,91 2,87 0,00 0,00 0,00 0,03 0,04 0,04 2,91 7,67 0,76 21,53 17,59 10,15 4,56 0,80 0,67 0,18 0,40 12,95 3,91 2,38 8,30 2,51 0,00 0,00 0,50 0,59 0,00 24,68 7,36 24,40 43,63 2,61 6,87 2,39 5,40 0,02 0,06 0,09 0,18 0,39 0,02
18:44:56,440 2,87 18,04 11,94 4,49 6,03 4,95 2,90 0,00 0,00 0,00 0,03 0,04 0,04 3,42 7,93 0,97 23,04 18,25 11,31 5,93 0,93 1,01 0,23 0,46 13,72 4,01 2,69 8,60 2,57 0,00 0,00 0,50 0,60 0,00 33,01 23,72 96,21 49,12 5,19 4,71 1,73 3,98 0,00 0,02 0,02 0,06 0,15 0,01
18:44:58,784 2,89 18,22 12,03 4,53 6,09 4,98 2,92 0,00 0,00 0,00 0,03 0,04 0,04 3,85 8,13 1,15 24,22 18,76 12,26 7,00 1,02 1,30 0,27 0,50 13,72 4,01 2,69 8,60 2,57 0,00 0,01 0,50 0,60 0,00 31,03 18,49 71,85 47,89 4,48 6,24 2,20 5,00 0,01 0,02 0,02 0,07 0,18 0,01
18:45:01,082 2,89 18,25 12,05 4,53 6,10 4,99 2,92 0,00 0,00 0,00 0,04 0,04 0,04 4,29 8,32 1,36 25,37 19,24 13,21 7,59 1,06 1,48 0,29 0,53 14,29 4,07 2,93 8,82 2,61 0,00 0,01 0,50 0,60 0,00 21,21 4,00 11,93 41,01 1,82 7,04 2,44 5,51 0,01 0,05 0,07 0,16 0,35 0,02
18:45:03,384 2,89 18,26 12,05 4,54 6,10 4,99 2,93 0,00 0,00 0,00 0,04 0,04 0,04 4,47 8,39 1,44 25,81 19,42 13,58 7,86 1,08 1,56 0,30 0,54 14,24 4,07 2,91 8,81 2,60 0,00 0,01 0,50 0,60 0,00 54,73 181,34 1046,14 60,37 17,16 6,87 2,39 5,40 0,05 0,16 0,27 0,41 0,80 0,06
18:45:05,691 2,90 18,35 12,10 4,56 6,13 5,01 2,94 0,00 0,00 0,00 0,04 0,04 0,04 4,59 8,44 1,50 26,11 19,55 13,84 7,91 1,09 1,58 0,30 0,54 14,57 4,11 3,05 8,93 2,63 0,00 0,01 0,50 0,60 0,00 32,80 23,12 93,36 48,99 5,11 4,79 1,76 4,04 0,02 0,06 0,09 0,19 0,40 0,02
18:45:08,027 2,90 18,32 12,08 4,55 6,12 5,00 2,93 0,00 0,00 0,00 0,04 0,04 0,04 4,58 8,43 1,49 26,07 19,53 13,80 7,75 1,08 1,53 0,30 0,53 14,21 4,07 2,90 8,79 2,60 0,00 0,01 0,50 0,60 0,00 22,48 5,06 15,70 41,99 2,09 6,18 2,19 4,96 0,05 0,17 0,29 0,44 0,84 0,06
18:45:10,338 2,89 18,27 12,06 4,54 6,10 4,99 2,93 0,00 0,00 0,00 0,04 0,04 0,04 4,66 8,46 1,53 26,27 19,61 13,97 7,53 1,06 1,46 0,29 0,52 14,56 4,11 3,05 8,93 2,63 0,00 0,01 0,50 0,60 0,00 47,03 98,55 511,56 56,75 11,98 7,19 2,49 5,60 0,01 0,05 0,06 0,14 0,31 0,02
18:45:12,642 2,89 18,22 12,03 4,53 6,09 4,98 2,92 0,00 0,00 0,00 0,04 0,04 0,04 4,72 8,49 1,56 26,42 19,67 14,10 7,35 1,04 1,41 0,28 0,52 14,46 4,09 3,01 8,89 2,62 0,00 0,01 0,50 0,60 0,00 87,64 1204,92 9647,01 73,14 52,26 5,59 2,01 4,58 0,00 0,02 0,02 0,05 0,13 0,00
18:45:14,970 2,88 18,16 12,00 4,51 6,07 4,97 2,91 0,00 0,00 0,00 0,04 0,04 0,04 4,51 8,41 1,46 25,92 19,47 13,67 7,11 1,03 1,34 0,27 0,51 14,19 4,06 2,89 8,79 2,60 0,00 0,01 0,50 0,60 0,00 92,53 1499,16 12465,37 74,78 59,43 6,20 2,19 4,97 0,01 0,03 0,04 0,11 0,24 0,01
18:45:17,280 2,87 18,11 11,97 4,50 6,05 4,96 2,91 0,00 0,00 0,00 0,04 0,04 0,04 4,56 8,42 1,48 26,03 19,51 13,76 6,91 1,01 1,28 0,27 0,50 14,30 4,08 2,94 8,83 2,61 0,00 0,01 0,50 0,60 0,00 10,72 0,26 0,48 31,05 0,36 6,21 2,19 4,98 0,01 0,05 0,06 0,14 0,32 0,02
18:45:19,586 2,87 18,10 11,97 4,50 6,05 4,96 2,91 0,00 0,00 0,00 0,04 0,04 0,04 4,48 8,39 1,45 25,84 19,44 13,61 6,75 1,00 1,23 0,26 0,49 14,08 4,05 2,84 8,74 2,59 0,00 0,01 0,50 0,60 0,00 13,98 0,75 1,67 34,60 0,68 5,30 1,92 4,38 0,01 0,02 0,02 0,07 0,16 0,01
18:45:21,906 2,88 18,18 12,01 4,52 6,08 4,98 2,92 0,00 0,00 0,00 0,04 0,04 0,04 4,47 8,39 1,44 25,80 19,42 13,57 6,57 0,98 1,18 0,26 0,49 13,79 4,01 2,72 8,63 2,57 0,00 0,01 0,50 0,60 0,00 28,60 13,33 48,96 46,33 3,70 6,45 2,26 5,13 0,00 0,01 0,01 0,04 0,10 0,00
18:45:24,211 2,88 18,11 11,97 4,50 6,06 4,96 2,91 0,00 0,00 0,00 0,04 0,04 0,04 4,38 8,35 1,40 25,59 19,33 13,39 6,43 0,97 1,14 0,25 0,48 13,89 4,03 2,76 8,67 2,58 0,00 0,01 0,50 0,60 0,00 28,37 12,89 47,07 46,17 3,62 8,56 2,88 6,45 0,01 0,05 0,07 0,16 0,35 0,02
18:45:26,539 2,87 18,10 11,97 4,50 6,05 4,96 2,91 0,00 0,00 0,00 0,04 0,04 0,04 4,24 8,30 1,33 25,24 19,19 13,10 6,29 0,96 1,10 0,25 0,47 13,99 4,04 2,81 8,71 2,59 0,00 0,01 0,50 0,60 0,00 22,22 4,83 14,88 41,80 2,03 5,90 2,10 4,78 0,01 0,03 0,03 0,09 0,20 0,01
18:45:28,852 2,87 18,09 11,97 4,50 6,05 4,96 2,91 0,00 0,00 0,00 0,04 0,04 0,04 4,21 8,28 1,32 25,17 19,16 13,04 6,16 0,95 1,07 0,24 0,47 14,10 4,05 2,85 8,75 2,59 0,00 0,01 0,50 0,60 0,00 43,24 70,31 344,23 54,84 9,83 6,13 2,17 4,93 0,01 0,03 0,03 0,09 0,21 0,01
18:45:31,167 2,87 18,09 11,97 4,50 6,05 4,96 2,91 0,00 0,00 0,00 0,04 0,04 0,04 4,05 8,22 1,24 24,75 18,98 12,70 6,06 0,94 1,04 0,24 0,47 14,12 4,05 2,86 8,76 2,59 0,00 0,01 0,50 0,60 0,00 52,41 152,32 852,59 59,31 15,48 4,63 1,71 3,93 0,01 0,03 0,04 0,10 0,24 0,01
18:45:33,476 2,87 18,09 11,97 4,50 6,05 4,96 2,91 0,00 0,00 0,00 0,04 0,04 0,04 3,98 8,19 1,21 24,57 18,91 12,55 5,95 0,93 1,01 0,23 0,46 14,21 4,06 2,90 8,79 2,60 0,00 0,01 0,50 0,60 0,00 67,48 420,92 2809,19 65,75 28,15 6,69 2,34 5,28 0,01 0,02 0,03 0,07 0,18 0,01
18:45:35,803 2,87 18,05 11,94 4,49 6,04 4,95 2,90 0,00 0,00 0,00 0,04 0,04 0,04 3,97 8,18 1,21 24,53 18,89 12,52 5,89 0,92 1,00 0,23 0,46 13,81 4,02 2,73 8,64 2,57 0,00 0,01 0,50 0,60 0,00 34,64 28,79 120,76 50,09 5,81 9,03 3,02 6,73 0,01 0,04 0,05 0,12 0,27 0,01
18:45:38,091 2,87 18,04 11,94 4,49 6,03 4,95 2,90 0,00 0,00 0,00 0,04 0,04 0,04 3,96 8,18 1,20 24,53 18,89 12,51 5,82 0,92 0,98 0,23 0,46 13,82 4,02 2,73 8,64 2,57 0,00 0,01 0,50 0,60 0,00 22,13 4,75 14,59 41,73 2,01 6,03 2,14 4,86 0,00 0,01 0,01 0,03 0,07 0,00
18:45:40,409 2,86 18,00 11,91 4,48 6,02 4,94 2,89 0,00 0,00 0,00 0,04 0,04 0,04 3,85 8,13 1,15 24,23 18,76 12,27 5,81 0,92 0,97 0,23 0,45 13,18 3,94 2,47 8,39 2,53 0,00 0,01 0,50 0,60 0,00 22,04 4,67 14,32 41,66 1,99 3,61 1,38 3,22 0,00 0,01 0,01 0,03 0,09 0,00
18:45:42,729 2,86 17,99 11,91 4,47 6,02 4,94 2,89 0,00 0,00 0,00 0,04 0,04 0,04 3,79 8,10 1,13 24,07 18,70 12,14 5,71 0,91 0,95 0,22 0,45 13,77 4,01 2,71 8,62 2,57 0,00 0,01 0,50 0,60 0,00 25,97 9,04 31,03 44,54 2,94 6,25 2,21 5,01 0,01 0,03 0,04 0,10 0,23 0,01
18:45:45,056 2,85 17,90 11,86 4,45 5,99 4,92 2,88 0,00 0,00 0,00 0,04 0,04 0,04 3,74 8,08 1,11 23,94 18,64 12,04 5,68 0,90 0,94 0,22 0,45 13,57 3,99 2,63 8,55 2,55 0,00 0,00 0,50 0,60 0,00 48,40 110,63 585,91 57,42 12,83 8,99 3,01 6,71 0,00 0,01 0,01 0,04 0,11 0,00
18:45:47,361 2,86 17,97 11,90 4,47 6,01 4,93 2,89 0,00 0,00 0,00 0,04 0,04 0,04 3,74 8,08 1,10 23,92 18,63 12,02 5,60 0,90 0,92 0,22 0,45 13,77 4,01 2,71 8,62 2,57 0,00 0,01 0,50 0,60 0,00 29,47 15,03 56,37 46,90 3,97 7,43 2,56 5,75 0,01 0,03 0,04 0,11 0,25 0,01
18:45:49,673 2,86 17,98 11,91 4,47 6,02 4,94 2,89 0,00 0,00 0,00 0,04 0,04 0,04 3,73 8,08 1,10 23,91 18,63 12,01 5,57 0,89 0,91 0,22 0,44 13,81 4,02 2,73 8,64 2,57 0,00 0,01 0,50 0,60 0,00 35,32 31,14 132,41 50,49 6,09 9,10 3,04 6,77 0,01 0,03 0,03 0,08 0,19 0,01
18:45:52,005 2,86 17,98 11,91 4,47 6,02 4,94 2,89 0,00 0,00 0,00 0,04 0,04 0,04 3,56 7,99 1,03 23,43 18,42 11,63 5,56 0,89 0,91 0,22 0,44 13,98 4,04 2,80 8,70 2,58 0,00 0,01 0,50 0,60 0,00 20,95 3,81 11,26 40,81 1,77 7,82 2,67 5,99 0,00 0,02 0,02 0,05 0,13 0,00
18:45:54,312 2,87 18,03 11,93 4,48 6,03 4,95 2,90 0,00 0,00 0,00 0,04 0,04 0,05 3,52 7,98 1,01 23,34 18,38 11,55 5,52 0,89 0,90 0,22 0,44 13,93 4,03 2,78 8,69 2,58 0,00 0,01 0,50 0,60 0,00 19,18 2,67 7,42 39,36 1,43 5,46 1,97 4,49 0,01 0,03 0,03 0,08 0,20 0,01
18:45:56,625 2,85 17,91 11,87 4,46 5,99 4,92 2,88 0,00 0,00 0,00 0,04 0,04 0,04 3,48 7,96 0,99 23,22 18,33 11,46 5,48 0,89 0,89 0,22 0,44 14,00 4,04 2,81 8,71 2,59 0,00 0,01 0,50 0,60 0,00 38,10 42,23 189,33 52,08 7,28 6,17 2,18 4,95 0,00 0,01 0,01 0,04 0,10 0,00
18:45:58,933 2,85 17,92 11,88 4,46 6,00 4,93 2,89 0,00 0,00 0,00 0,04 0,04 0,04 3,48 7,96 0,99 23,20 18,32 11,44 5,44 0,88 0,88 0,22 0,44 13,77 4,01 2,71 8,63 2,57 0,00 0,01 0,50 0,60 0,00 19,27 2,72 7,60 39,44 1,45 5,96 2,12 4,81 0,02 0,09 0,13 0,24 0,50 0,03
18:46:01,252 2,85 17,88 11,86 4,45 5,99 4,92 2,88 0,00 0,00 0,00 0,04 0,04 0,05 3,41 7,92 0,96 23,01 18,24 11,29 5,39 0,88 0,87 0,21 0,44 13,89 4,03 2,76 8,67 2,58 0,00 0,00 0,50 0,60 0,00 38,71 45,01 203,98 52,41 7,56 8,20 2,78 6,23 0,02 0,07 0,11 0,21 0,44 0,02
18:46:03,576 2,85 17,92 11,87 4,46 6,00 4,92 2,89 0,00 0,00 0,00 0,04 0,04 0,04 3,36 7,90 0,94 22,88 18,18 11,19 5,39 0,88 0,87 0,21 0,44 13,83 4,02 2,74 8,65 2,57 0,00 0,01 0,50 0,60 0,00 38,38 43,51 196,07 52,23 7,41 4,52 1,68 3,86 0,01 0,05 0,06 0,14 0,31 0,02
18:46:05,885 2,85 17,88 11,86 4,45 5,99 4,92 2,88 0,00 0,00 0,00 0,04 0,04 0,05 3,32 7,88 0,93 22,76 18,13 11,10 5,37 0,88 0,86 0,21 0,44 13,74 4,01 2,70 8,61 2,57 0,00 0,00 0,50 0,60 0,00 19,99 3,16 9,03 40,03 1,58 6,55 2,30 5,20 0,02 0,07 0,11 0,21 0,45 0,03
18:46:08,196 2,85 17,92 11,87 4,46 6,00 4,92 2,89 0,00 0,00 0,00 0,04 0,04 0,05 3,31 7,88 0,92 22,73 18,12 11,08 5,35 0,87 0,86 0,21 0,43 13,09 3,93 2,44 8,36 2,52 0,00 0,01 0,50 0,60 0,00 23,61 6,16 19,79 42,84 2,35 5,55 2,00 4,55 0,01 0,05 0,07 0,15 0,33 0,02
18:46:10,514 2,86 17,97 11,90 4,47 6,01 4,93 2,89 0,00 0,00 0,00 0,04 0,04 0,05 3,28 7,86 0,91 22,64 18,08 11,00 5,34 0,87 0,86 0,21 0,43 13,43 3,97 2,57 8,49 2,54 0,00 0,00 0,50 0,60 0,00 41,42 59,10 280,80 53,88 8,87 4,29 1,60 3,70 0,00 0,02 0,02 0,05 0,14 0,00
18:46:12,828 2,85 17,89 11,86 4,45 5,99 4,92 2,88 0,00 0,00 0,00 0,04 0,04 0,05 3,27 7,86 0,91 22,62 18,07 10,99 5,33 0,87 0,85 0,21 0,43 13,18 3,94 2,47 8,40 2,53 0,00 0,00 0,50 0,60 0,00 32,14 21,31 84,88 48,59 4,87 6,54 2,29 5,19 0,01 0,02 0,02 0,07 0,16 0,01
18:46:15,121 2,84 17,84 11,83 4,44 5,97 4,91 2,88 0,00 0,00 0,00 0,04 0,04 0,05 3,18 7,81 0,87 22,34 17,95 10,77 5,32 0,87 0,85 0,21 0,43 13,61 3,99 2,64 8,56 2,56 0,00 0,00 0,50 0,60 0,00 54,98 184,65 1068,53 60,48 17,34 4,12 1,55 3,58 0,00 0,00 0,00 0,01 0,04 0,00
18:46:17,446 2,84 17,82 11,82 4,44 5,97 4,91 2,87 0,00 0,00 0,00 0,04 0,04 0,05 3,13 7,78 0,85 22,19 17,89 10,66 5,29 0,87 0,84 0,21 0,43 13,45 3,97 2,58 8,50 2,55 0,00 0,01 0,50 0,60 0,00 18,95 2,55 7,02 39,17 1,40 6,38 2,25 5,09 0,01 0,02 0,02 0,07 0,16 0,01
18:46:19,743 2,85 17,91 11,87 4,46 5,99 4,92 2,88 0,00 0,00 0,00 0,04 0,04 0,05 3,15 7,79 0,86 22,25 17,91 10,70 5,26 0,87 0,84 0,21 0,43 13,43 3,97 2,57 8,49 2,54 0,00 0,01 0,50 0,60 0,00 19,90 3,10 8,83 39,96 1,57 5,84 2,08 4,74 0,01 0,03 0,04 0,10 0,22 0,01
18:46:22,078 2,85 17,88 11,85 4,45 5,99 4,92 2,88 0,00 0,00 0,00 0,04 0,04 0,05 3,13 7,78 0,85 22,18 17,88 10,64 5,26 0,87 0,84 0,21 0,43 13,50 3,98 2,60 8,52 2,55 0,00 0,00 0,50 0,60 0,00 16,84 1,58 4,01 37,33 1,05 5,31 1,92 4,39 0,05 0,16 0,29 0,43 0,83 0,06
18:46:24,373 2,85 17,88 11,85 4,45 5,98 4,92 2,88 0,00 0,00 0,00 0,04 0,04 0,05 3,12 7,78 0,84 22,16 17,87 10,63 5,26 0,87 0,84 0,21 0,43 13,67 4,00 2,67 8,59 2,56 0,00 0,01 0,50 0,60 0,00 20,45 3,46 10,05 40,40 1,67 5,06 1,84 4,22 0,01 0,03 0,03 0,08 0,20 0,01
