14:47:59,329 4,57 34,58 19,90 8,06 10,76 7,87 4,66 0,00 0,00 0,00 0,08 0,07 0,08 58,71 14,44 65,78 76,91 35,26 78,30 12,86 1,43 3,35 0,47 0,70 54,01 7,07 48,83 20,05 4,40 0,02 0,05 0,70 0,80 0,01 1,43 0,00 0,00 13,66 0,00 3,13 1,23 2,87 0,00 0,00 0,00 0,00 0,00 0,00
14:49:08,996 2,92 18,54 12,19 4,60 6,18 5,04 2,96 0,00 0,00 0,00 0,03 0,04 0,04 3,51 7,97 1,00 23,28 18,36 11,51 8,93 1,16 1,90 0,34 0,57 14,31 4,08 2,94 8,83 2,61 0,00 0,00 0,50 0,59 0,00 1,31 0,00 0,00 13,18 0,00 1,24 0,56 1,36 0,00 0,00 0,00 0,00 0,00 0,00
14:49:08,996 2,97 18,96 12,41 4,69 6,31 5,13 3,01 0,00 0,00 0,00 0,04 0,04 0,04 4,21 8,28 1,32 25,17 19,16 13,04 12,81 1,42 3,33 0,47 0,70 14,79 4,13 3,15 9,01 2,64 0,00 0,00 0,50 0,59 0,00 1,52 0,00 0,00 14,01 0,00 1,41 0,62 1,51 0,00 0,00 0,00 0,00 0,00 0,00
14:49:09,141 3,00 19,26 12,57 4,76 6,40 5,18 3,04 0,00 0,00 0,00 0,04 0,04 0,05 4,81 8,52 1,60 26,61 19,75 14,26 15,70 1,59 4,57 0,56 0,78 15,07 4,17 3,28 9,12 2,66 0,00 0,00 0,50 0,60 0,00 1,54 0,00 0,00 14,08 0,00 1,72 0,73 1,77 0,00 0,00 0,00 0,00 0,00 0,00
14:49:18,390 3,02 19,41 12,64 4,79 6,44 5,21 3,06 0,00 0,00 0,00 0,05 0,05 0,05 5,42 8,74 1,92 28,02 20,31 15,49 17,42 1,69 5,37 0,61 0,82 15,32 4,19 3,40 9,21 2,68 0,00 0,01 0,50 0,60 0,00 1,33 0,00 0,00 13,27 0,00 2,03 0,85 2,02 0,00 0,00 0,00 0,00 0,00 0,00
14:49:18,390 3,04 19,61 12,75 4,84 6,50 5,25 3,08 0,00 0,00 0,00 0,05 0,05 0,05 5,83 8,87 2,13 28,88 20,65 16,26 17,90 1,72 5,60 0,63 0,84 15,46 4,21 3,46 9,26 2,69 0,00 0,01 0,50 0,60 0,00 1,09 0,00 0,00 12,22 0,00 1,29 0,58 1,40 0,00 0,00 0,00 0,00 0,00 0,00
14:49:18,390 3,05 19,70 12,79 4,86 6,53 5,27 3,09 0,00 0,00 0,00 0,05 0,05 0,05 6,20 8,99 2,34 29,64 20,95 16,96 17,89 1,71 5,59 0,63 0,84 15,39 4,20 3,43 9,24 2,68 0,00 0,01 0,50 0,60 0,00 1,05 0,00 0,00 12,06 0,00 1,32 0,59 1,43 0,00 0,00 0,00 0,00 0,00 0,00
14:49:18,390 3,06 19,72 12,80 4,86 6,53 5,27 3,09 0,00 0,00 0,00 0,05 0,05 0,06 6,39 9,05 2,45 30,04 21,10 17,32 17,61 1,70 5,46 0,62 0,83 15,48 4,21 3,47 9,27 2,69 0,00 0,01 0,50 0,60 0,00 1,01 0,00 0,00 11,85 0,00 1,40 0,62 1,50 0,00 0,00 0,00 0,00 0,00 0,00
14:49:28,462 3,06 19,77 12,83 4,87 6,54 5,28 3,10 0,00 0,00 0,00 0,05 0,05 0,06 6,62 9,11 2,58 30,48 21,27 17,73 17,23 1,68 5,27 0,61 0,82 15,49 4,21 3,48 9,28 2,69 0,00 0,01 0,51 0,60 0,00 1,20 0,00 0,00 12,73 0,00 1,20 0,54 1,33 0,00 0,00 0,00 0,00 0,00 0,00
14:49:28,462 3,08 19,91 12,90 4,90 6,59 5,31 3,12 0,00 0,00 0,00 0,06 0,05 0,06 6,79 9,16 2,68 30,81 21,40 18,05 16,67 1,65 5,02 0,59 0,80 15,59 4,22 3,53 9,31 2,70 0,00 0,01 0,51 0,60 0,00 0,93 0,00 0,00 11,44 0,00 1,34 0,59 1,45 0,00 0,00 0,00 0,00 0,00 0,00
14:49:28,462 3,08 19,90 12,89 4,90 6,58 5,31 3,11 0,00 0,00 0,00 0,06 0,05 0,06 7,02 9,23 2,81 31,25 21,56 18,46 16,46 1,64 4,92 0,58 0,80 15,61 4,23 3,54 9,32 2,70 0,00 0,01 0,51 0,60 0,00 1,33 0,00 0,00 13,25 0,00 1,22 0,55 1,34 0,00 0,00 0,00 0,00 0,00 0,00
14:49:28,462 3,09 20,03 12,96 4,93 6,62 5,33 3,13 0,00 0,00 0,00 0,06 0,05 0,06 7,20 9,28 2,92 31,59 21,69 18,78 16,58 1,64 4,97 0,59 0,80 15,52 4,22 3,49 9,29 2,69 0,00 0,01 0,51 0,60 0,00 1,54 0,00 0,00 14,08 0,00 1,98 0,83 1,98 0,00 0,00 0,00 0,00 0,00 0,00
14:49:38,495 3,10 20,15 13,02 4,96 6,66 5,35 3,14 0,00 0,00 0,00 0,06 0,05 0,06 7,45 9,34 3,07 32,04 21,86 19,21 17,34 1,69 5,33 0,61 0,82 15,50 4,21 3,48 9,28 2,69 0,00 0,01 0,51 0,60 0,00 1,35 0,00 0,00 13,34 0,00 1,98 0,83 1,98 0,00 0,00 0,00 0,00 0,00 0,00
14:49:38,495 3,12 20,26 13,08 4,98 6,69 5,38 3,16 0,00 0,00 0,00 0,06 0,05 0,06 7,85 9,45 3,32 32,78 22,13 19,93 17,88 1,71 5,59 0,63 0,84 15,69 4,24 3,57 9,35 2,70 0,00 0,01 0,51 0,61 0,00 1,21 0,00 0,00 12,77 0,00 1,86 0,79 1,88 0,00 0,00 0,00 0,00 0,00 0,00
14:49:38,495 3,13 20,38 13,14 5,01 6,72 5,40 3,17 0,00 0,00 0,00 0,06 0,05 0,06 8,09 9,51 3,47 33,19 22,28 20,33 18,22 1,73 5,75 0,64 0,84 15,82 4,25 3,64 9,40 2,71 0,00 0,01 0,51 0,61 0,00 0,62 0,00 0,00 9,70 0,00 1,46 0,64 1,55 0,00 0,00 0,00 0,00 0,00 0,00
14:49:38,495 3,13 20,36 13,12 5,00 6,72 5,39 3,17 0,00 0,00 0,00 0,06 0,06 0,06 8,37 9,58 3,65 33,67 22,46 20,81 18,23 1,73 5,76 0,64 0,84 15,95 4,26 3,70 9,44 2,72 0,00 0,01 0,51 0,61 0,00 0,85 0,00 0,00 11,05 0,00 1,31 0,58 1,42 0,00 0,00 0,00 0,00 0,00 0,00
14:49:48,529 3,13 20,40 13,15 5,01 6,73 5,40 3,17 0,00 0,00 0,00 0,06 0,06 0,06 8,51 9,61 3,74 33,90 22,54 21,04 18,18 1,73 5,73 0,64 0,84 16,07 4,28 3,76 9,49 2,73 0,00 0,01 0,51 0,61 0,00 1,46 0,00 0,00 13,79 0,00 1,88 0,80 1,90 0,00 0,00 0,00 0,00 0,00 0,00
14:49:48,529 3,13 20,41 13,15 5,01 6,73 5,40 3,17 0,00 0,00 0,00 0,06 0,06 0,06 8,78 9,67 3,92 34,36 22,71 21,49 17,88 1,71 5,59 0,63 0,84 16,10 4,28 3,77 9,50 2,73 0,00 0,01 0,51 0,61 0,00 1,22 0,00 0,00 12,79 0,00 1,36 0,60 1,46 0,00 0,00 0,00 0,00 0,00 0,00
14:49:48,529 3,14 20,45 13,17 5,02 6,75 5,41 3,18 0,00 0,00 0,00 0,06 0,06 0,06 8,91 9,70 4,01 34,59 22,79 21,72 17,61 1,70 5,46 0,62 0,83 16,10 4,28 3,78 9,50 2,73 0,00 0,01 0,51 0,61 0,00 1,07 0,00 0,00 12,13 0,00 1,36 0,60 1,47 0,00 0,00 0,00 0,00 0,00 0,00
14:49:48,529 3,14 20,51 13,20 5,04 6,76 5,42 3,18 0,00 0,00 0,00 0,06 0,06 0,06 8,94 9,71 4,03 34,63 22,81 21,77 17,28 1,68 5,30 0,61 0,82 16,10 4,28 3,78 9,50 2,73 0,00 0,01 0,51 0,61 0,00 1,09 0,00 0,00 12,20 0,00 1,67 0,72 1,73 0,00 0,00 0,00 0,00 0,00 0,00
14:49:50,029 3,15 20,52 13,21 5,04 6,77 5,42 3,19 0,00 0,00 0,00 0,06 0,06 0,06 9,03 9,73 4,09 34,78 22,86 21,91 16,95 1,66 5,14 0,60 0,81 16,10 4,28 3,78 9,50 2,73 0,00 0,01 0,51 0,61 0,00 1,40 0,00 0,00 13,53 0,00 1,96 0,82 1,97 0,00 0,00 0,00 0,00 0,00 0,00
14:50:00,096 3,15 20,52 13,21 5,04 6,77 5,43 3,19 0,00 0,00 0,00 0,06 0,06 0,06 9,05 9,73 4,10 34,81 22,87 21,94 16,62 1,65 4,99 0,59 0,80 16,10 4,28 3,78 9,50 2,73 0,00 0,01 0,51 0,61 0,00 1,18 0,00 0,00 12,64 0,00 1,88 0,79 1,90 0,00 0,00 0,00 0,00 0,00 0,00
14:50:00,096 3,15 20,52 13,21 5,04 6,77 5,43 3,19 0,00 0,00 0,00 0,06 0,06 0,06 9,05 9,74 4,10 34,81 22,87 21,95 16,40 1,63 4,89 0,58 0,80 16,10 4,28 3,78 9,50 2,73 0,00 0,01 0,51 0,61 0,00 1,29 0,00 0,00 13,11 0,00 1,80 0,77 1,84 0,00 0,00 0,00 0,00 0,00 0,00
14:50:00,096 3,15 20,52 13,21 5,04 6,77 5,43 3,19 0,00 0,00 0,00 0,06 0,06 0,06 9,31 9,79 4,28 35,23 23,02 22,37 16,26 1,63 4,82 0,58 0,79 16,10 4,28 3,78 9,50 2,73 0,00 0,01 0,51 0,61 0,00 1,30 0,00 0,00 13,11 0,00 1,95 0,82 1,96 0,00 0,00 0,00 0,00 0,00 0,00
14:50:00,096 3,15 20,52 13,21 5,04 6,77 5,43 3,19 0,00 0,00 0,00 0,06 0,06 0,07 9,45 9,82 4,38 35,46 23,10 22,60 16,18 1,62 4,78 0,58 0,79 16,20 4,29 3,83 9,54 2,74 0,00 0,01 0,51 0,61 0,00 0,90 0,00 0,00 11,32 0,00 1,69 0,73 1,75 0,00 0,00 0,00 0,00 0,00 0,00
14:50:00,147 3,15 20,57 13,23 5,05 6,78 5,43 3,19 0,00 0,00 0,00 0,06 0,06 0,07 9,48 9,83 4,39 35,50 23,12 22,65 15,96 1,61 4,69 0,57 0,79 16,12 4,28 3,79 9,51 2,73 0,00 0,01 0,51 0,61 0,00 1,22 0,00 0,00 12,79 0,00 1,95 0,82 1,96 0,00 0,00 0,00 0,00 0,00 0,00
14:50:10,165 3,16 20,63 13,26 5,06 6,80 5,44 3,20 0,00 0,00 0,00 0,06 0,06 0,07 9,49 9,83 4,40 35,51 23,12 22,66 15,92 1,61 4,67 0,57 0,78 16,11 4,28 3,78 9,50 2,73 0,00 0,01 0,52 0,61 0,00 1,00 0,00 0,00 11,79 0,00 1,48 0,65 1,57 0,00 0,00 0,00 0,00 0,00 0,00
14:50:10,165 3,15 20,59 13,24 5,05 6,79 5,44 3,19 0,00 0,00 0,00 0,06 0,06 0,07 9,49 9,83 4,40 35,51 23,12 22,66 15,81 1,60 4,62 0,56 0,78 16,10 4,28 3,78 9,50 2,73 0,00 0,01 0,52 0,61 0,00 0,78 0,00 0,00 10,68 0,00 1,19 0,54 1,31 0,00 0,00 0,00 0,00 0,00 0,00
14:50:10,165 3,16 20,68 13,29 5,07 6,81 5,45 3,20 0,00 0,00 0,00 0,07 0,06 0,07 9,49 9,83 4,40 35,51 23,12 22,66 15,74 1,60 4,58 0,56 0,78 16,10 4,28 3,78 9,50 2,73 0,00 0,01 0,52 0,61 0,00 0,78 0,00 0,00 10,66 0,00 1,38 0,61 1,49 0,00 0,00 0,00 0,00 0,00 0,00
14:50:10,165 3,16 20,70 13,30 5,08 6,82 5,46 3,20 0,00 0,00 0,00 0,07 0,06 0,07 9,49 9,83 4,40 35,51 23,12 22,66 15,62 1,59 4,53 0,56 0,78 16,10 4,28 3,78 9,50 2,73 0,00 0,01 0,52 0,61 0,00 1,30 0,00 0,00 13,15 0,00 1,30 0,58 1,41 0,00 0,00 0,00 0,00 0,00 0,00
14:50:20,262 3,18 20,80 13,35 5,10 6,85 5,48 3,22 0,00 0,00 0,00 0,07 0,06 0,07 9,67 9,87 4,52 35,79 23,22 22,95 15,60 1,59 4,52 0,56 0,78 16,10 4,28 3,78 9,50 2,73 0,00 0,01 0,52 0,61 0,00 1,25 0,00 0,00 12,94 0,00 1,94 0,82 1,95 0,00 0,00 0,00 0,00 0,00 0,00
14:50:20,262 3,17 20,77 13,33 5,09 6,84 5,47 3,21 0,00 0,00 0,00 0,07 0,06 0,07 9,89 9,92 4,68 36,14 23,34 23,30 15,60 1,59 4,52 0,56 0,78 16,10 4,28 3,78 9,50 2,73 0,00 0,01 0,52 0,62 0,00 0,86 0,00 0,00 11,11 0,00 1,54 0,67 1,62 0,00 0,00 0,00 0,00 0,00 0,00
14:50:20,262 3,17 20,71 13,31 5,08 6,82 5,46 3,21 0,00 0,00 0,00 0,07 0,06 0,07 9,93 9,93 4,71 36,20 23,37 23,37 15,60 1,59 4,52 0,56 0,78 16,10 4,28 3,78 9,50 2,73 0,00 0,01 0,52 0,62 0,00 0,88 0,00 0,00 11,21 0,00 1,29 0,58 1,41 0,00 0,00 0,00 0,00 0,00 0,00
14:50:20,262 3,16 20,70 13,30 5,08 6,82 5,46 3,21 0,00 0,00 0,00 0,07 0,06 0,07 9,94 9,93 4,71 36,22 23,37 23,39 15,60 1,59 4,52 0,56 0,78 16,10 4,28 3,78 9,50 2,73 0,00 0,01 0,52 0,62 0,00 1,57 0,00 0,00 14,17 0,00 1,56 0,68 1,64 0,00 0,00 0,00 0,00 0,00 0,00
14:50:20,330 3,17 20,75 13,32 5,09 6,83 5,47 3,21 0,00 0,00 0,00 0,07 0,06 0,07 10,03 9,95 4,78 36,36 23,42 23,54 15,60 1,59 4,52 0,56 0,78 16,20 4,29 3,83 9,54 2,74 0,00 0,01 0,52 0,62 0,00 1,36 0,00 0,00 13,39 0,00 1,37 0,61 1,48 0,00 0,00 0,00 0,00 0,00 0,00
14:50:23,576 3,17 20,76 13,33 5,09 6,84 5,47 3,21 0,00 0,00 0,00 0,07 0,06 0,07 10,05 9,95 4,79 36,39 23,43 23,57 15,50 1,58 4,48 0,55 0,77 16,12 4,28 3,79 9,51 2,73 0,00 0,01 0,52 0,62 0,00 1,72 0,00 0,00 14,73 0,00 1,45 0,64 1,55 0,00 0,00 0,00 0,00 0,00 0,00
14:50:30,149 3,18 20,85 13,38 5,11 6,86 5,49 3,22 0,00 0,00 0,00 0,07 0,06 0,07 10,06 9,95 4,80 36,40 23,43 23,58 15,58 1,59 4,51 0,56 0,78 16,21 4,29 3,83 9,54 2,74 0,00 0,01 0,52 0,62 0,00 1,72 0,00 0,00 14,74 0,00 1,60 0,69 1,67 0,00 0,00 0,00 0,00 0,00 0,00
14:50:30,149 3,19 20,92 13,41 5,13 6,88 5,50 3,23 0,00 0,00 0,00 0,07 0,06 0,07 10,15 9,97 4,86 36,54 23,49 23,73 15,59 1,59 4,52 0,56 0,78 16,12 4,28 3,79 9,51 2,73 0,00 0,01 0,52 0,62 0,00 1,87 0,00 0,00 15,23 0,01 1,76 0,75 1,81 0,00 0,00 0,00 0,00 0,00 0,00
14:50:30,149 3,20 20,98 13,44 5,14 6,90 5,51 3,24 0,00 0,00 0,00 0,07 0,06 0,07 10,08 9,96 4,81 36,43 23,45 23,61 15,55 1,59 4,50 0,55 0,77 16,11 4,28 3,78 9,50 2,73 0,00 0,01 0,52 0,62 0,00 2,37 0,00 0,00 16,77 0,01 2,10 0,87 2,08 0,00 0,00 0,00 0,00 0,00 0,00
14:50:40,216 3,21 21,09 13,50 5,16 6,93 5,53 3,25 0,00 0,00 0,00 0,07 0,06 0,07 10,16 9,97 4,87 36,55 23,49 23,73 15,59 1,59 4,52 0,56 0,78 16,20 4,29 3,83 9,54 2,74 0,00 0,01 0,52 0,62 0,00 2,07 0,00 0,00 15,88 0,01 1,88 0,79 1,90 0,00 0,00 0,00 0,00 0,00 0,00
14:50:40,216 3,20 21,02 13,46 5,15 6,91 5,52 3,24 0,00 0,00 0,00 0,07 0,06 0,07 10,08 9,96 4,81 36,43 23,45 23,61 15,59 1,59 4,52 0,56 0,78 16,32 4,31 3,88 9,58 2,75 0,00 0,01 0,52 0,62 0,00 2,81 0,00 0,00 18,00 0,02 1,66 0,72 1,73 0,00 0,00 0,00 0,00 0,00 0,00
14:50:40,216 3,20 21,00 13,45 5,14 6,91 5,52 3,24 0,00 0,00 0,00 0,07 0,06 0,07 10,16 9,97 4,87 36,55 23,49 23,73 15,60 1,59 4,52 0,56 0,78 16,25 4,30 3,85 9,55 2,74 0,00 0,01 0,52 0,62 0,00 1,23 0,00 0,00 12,84 0,00 1,71 0,73 1,77 0,00 0,00 0,00 0,00 0,00 0,00
