13:20:59,517 4,57 34,58 19,90 8,06 10,76 7,87 4,66 0,00 0,00 0,00 0,08 0,07 0,08 60,14 14,51 68,18 77,70 35,46 79,60 12,43 1,40 3,18 0,45 0,69 54,43 7,09 49,64 20,15 4,41 0,02 0,05 0,70 0,81 0,01 2,31 0,00 0,00 16,61 0,01 3,94 1,49 3,45 0,00 0,00 0,00 0,01 0,02 0,00
13:21:24,966 2,81 17,54 11,68 4,37 5,88 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,91 7,66 0,76 21,51 17,58 10,14 4,23 0,77 0,59 0,17 0,38 14,09 4,05 2,85 8,75 2,59 0,00 0,00 0,50 0,59 0,00 0,93 0,00 0,00 11,46 0,00 1,65 0,71 1,71 0,00 0,00 0,00 0,00 0,01 0,00
13:21:27,275 2,81 17,56 11,69 4,38 5,89 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,85 7,63 0,74 21,32 17,50 9,99 4,25 0,77 0,60 0,17 0,38 14,03 4,04 2,82 8,72 2,59 0,00 0,00 0,50 0,59 0,00 1,27 0,00 0,00 13,02 0,00 1,37 0,61 1,48 0,00 0,00 0,00 0,00 0,01 0,00
13:21:29,586 2,81 17,53 11,67 4,37 5,88 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,84 7,62 0,73 21,28 17,48 9,96 4,24 0,77 0,60 0,17 0,38 13,85 4,02 2,74 8,65 2,57 0,00 0,00 0,50 0,59 0,00 2,11 0,00 0,00 16,01 0,01 1,62 0,70 1,69 0,00 0,00 0,00 0,00 0,01 0,00
13:21:31,896 2,81 17,52 11,67 4,37 5,88 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,86 7,64 0,74 21,36 17,52 10,02 4,24 0,77 0,60 0,17 0,38 13,98 4,04 2,80 8,71 2,58 0,00 0,00 0,50 0,59 0,00 1,44 0,00 0,00 13,68 0,00 1,24 0,56 1,36 0,00 0,00 0,00 0,00 0,01 0,00
13:21:34,214 2,81 17,52 11,66 4,37 5,88 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,84 7,62 0,73 21,29 17,48 9,97 4,22 0,77 0,59 0,17 0,38 13,84 4,02 2,74 8,65 2,57 0,00 0,00 0,50 0,59 0,00 1,68 0,00 0,00 14,59 0,00 1,55 0,67 1,63 0,00 0,00 0,00 0,00 0,01 0,00
13:21:36,535 2,81 17,52 11,66 4,37 5,88 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,83 7,62 0,73 21,28 17,48 9,96 4,23 0,77 0,60 0,17 0,38 13,98 4,04 2,80 8,71 2,58 0,00 0,00 0,50 0,59 0,00 0,86 0,00 0,00 11,08 0,00 1,45 0,64 1,54 0,00 0,00 0,00 0,00 0,01 0,00
13:21:38,852 2,81 17,52 11,66 4,37 5,88 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,83 7,62 0,73 21,27 17,48 9,96 4,23 0,77 0,60 0,17 0,38 14,10 4,05 2,85 8,75 2,59 0,00 0,00 0,50 0,59 0,00 0,82 0,00 0,00 10,86 0,00 1,45 0,64 1,54 0,00 0,00 0,00 0,00 0,01 0,00
13:21:41,171 2,81 17,52 11,66 4,37 5,88 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,83 7,62 0,73 21,27 17,48 9,96 4,22 0,77 0,59 0,17 0,38 14,03 4,04 2,82 8,73 2,59 0,00 0,00 0,49 0,59 0,00 0,74 0,00 0,00 10,46 0,00 1,53 0,67 1,61 0,00 0,00 0,00 0,00 0,01 0,00
13:21:43,455 2,81 17,52 11,66 4,37 5,88 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,78 7,59 0,71 21,10 17,40 9,83 4,20 0,76 0,59 0,17 0,38 13,85 4,02 2,74 8,65 2,57 0,00 0,00 0,50 0,59 0,00 0,77 0,00 0,00 10,63 0,00 1,58 0,68 1,65 0,00 0,00 0,00 0,00 0,01 0,00
13:21:45,801 2,81 17,52 11,66 4,37 5,88 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,80 7,60 0,72 21,15 17,42 9,87 4,21 0,77 0,59 0,17 0,38 13,73 4,01 2,69 8,61 2,57 0,00 0,00 0,50 0,59 0,00 1,31 0,00 0,00 13,20 0,00 1,49 0,65 1,57 0,00 0,00 0,00 0,00 0,01 0,00
13:21:48,097 2,81 17,52 11,66 4,37 5,88 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,80 7,60 0,72 21,16 17,43 9,87 4,20 0,76 0,59 0,17 0,38 13,87 4,02 2,75 8,66 2,58 0,00 0,00 0,50 0,59 0,00 1,18 0,00 0,00 12,63 0,00 1,26 0,56 1,38 0,00 0,00 0,00 0,00 0,01 0,00
13:21:50,428 2,81 17,52 11,66 4,37 5,88 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,77 7,58 0,71 21,08 17,39 9,81 4,20 0,76 0,59 0,17 0,38 13,82 4,02 2,73 8,64 2,57 0,00 0,00 0,50 0,59 0,00 1,25 0,00 0,00 12,92 0,00 1,60 0,69 1,67 0,00 0,00 0,00 0,00 0,01 0,00
13:21:54,255 2,81 17,52 11,66 4,37 5,88 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,79 7,60 0,72 21,15 17,42 9,86 4,20 0,76 0,59 0,17 0,38 13,72 4,01 2,69 8,61 2,57 0,00 0,00 0,50 0,59 0,00 1,43 0,00 0,00 13,64 0,00 1,16 0,53 1,29 0,00 0,00 0,00 0,00 0,01 0,00
13:21:55,217 2,80 17,48 11,64 4,36 5,87 4,84 2,83 0,00 0,00 0,00 0,03 0,04 0,04 2,77 7,58 0,71 21,07 17,39 9,81 4,20 0,76 0,59 0,17 0,38 13,96 4,03 2,79 8,70 2,58 0,00 0,00 0,49 0,59 0,00 1,03 0,00 0,00 11,92 0,00 1,72 0,74 1,77 0,00 0,00 0,00 0,00 0,01 0,00
13:22:05,248 2,81 17,51 11,66 4,37 5,88 4,84 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,77 7,58 0,71 21,06 17,38 9,80 4,20 0,76 0,59 0,17 0,38 13,83 4,02 2,74 8,65 2,57 0,00 0,00 0,49 0,59 0,00 1,01 0,00 0,00 11,87 0,00 1,39 0,61 1,49 0,00 0,00 0,00 0,00 0,01 0,00
13:22:05,248 2,80 17,48 11,64 4,36 5,87 4,84 2,83 0,00 0,00 0,00 0,03 0,04 0,04 2,77 7,58 0,71 21,06 17,38 9,80 4,20 0,76 0,59 0,17 0,38 13,89 4,03 2,76 8,67 2,58 0,00 0,00 0,49 0,59 0,00 1,84 0,00 0,00 15,13 0,01 1,77 0,75 1,81 0,00 0,00 0,00 0,00 0,01 0,00
13:22:05,248 2,85 17,91 11,87 4,46 6,00 4,92 2,88 0,00 0,00 0,00 0,03 0,04 0,04 2,99 7,70 0,79 21,75 17,69 10,32 5,62 0,90 0,93 0,22 0,45 14,25 4,07 2,92 8,81 2,60 0,00 0,00 0,49 0,59 0,00 2,86 0,00 0,00 18,11 0,02 1,13 0,51 1,26 0,00 0,00 0,00 0,00 0,01 0,00
13:22:05,248 2,91 18,42 12,13 4,57 6,15 5,02 2,94 0,00 0,00 0,00 0,04 0,04 0,04 3,67 8,05 1,08 23,74 18,56 11,88 9,57 1,21 2,12 0,36 0,60 14,77 4,13 3,14 9,00 2,64 0,00 0,00 0,50 0,59 0,00 2,75 0,00 0,00 17,82 0,01 1,44 0,63 1,53 0,00 0,00 0,00 0,00 0,01 0,00
13:22:13,475 2,95 18,78 12,32 4,65 6,25 5,09 2,99 0,00 0,00 0,00 0,04 0,04 0,04 4,50 8,40 1,45 25,88 19,45 13,64 14,07 1,50 3,85 0,51 0,73 15,24 4,18 3,36 9,18 2,67 0,00 0,00 0,50 0,60 0,00 1,68 0,00 0,00 14,60 0,00 1,62 0,70 1,69 0,00 0,00 0,00 0,00 0,01 0,00
13:22:13,475 2,98 19,03 12,45 4,71 6,33 5,14 3,01 0,00 0,00 0,00 0,05 0,05 0,05 5,20 8,66 1,80 27,52 20,11 15,05 17,16 1,68 5,24 0,61 0,82 15,52 4,22 3,49 9,29 2,69 0,00 0,01 0,50 0,60 0,00 2,49 0,00 0,00 17,13 0,01 1,75 0,75 1,80 0,00 0,00 0,00 0,01 0,02 0,00
13:22:13,475 3,00 19,26 12,57 4,76 6,39 5,18 3,04 0,00 0,00 0,00 0,05 0,05 0,05 5,88 8,89 2,16 29,00 20,70 16,37 18,49 1,75 5,89 0,65 0,85 15,49 4,21 3,48 9,27 2,69 0,00 0,01 0,50 0,60 0,00 1,41 0,00 0,00 13,59 0,00 1,45 0,64 1,55 0,00 0,00 0,00 0,00 0,01 0,00
13:22:16,400 3,01 19,35 12,61 4,78 6,42 5,20 3,05 0,00 0,00 0,00 0,05 0,05 0,05 6,44 9,06 2,48 30,13 21,14 17,41 18,48 1,75 5,88 0,65 0,85 15,76 4,24 3,61 9,38 2,71 0,00 0,01 0,51 0,60 0,00 1,93 0,00 0,00 15,42 0,01 1,73 0,74 1,78 0,00 0,00 0,00 0,00 0,01 0,00
13:22:16,400 3,02 19,37 12,62 4,78 6,43 5,21 3,05 0,00 0,00 0,00 0,05 0,05 0,06 6,81 9,17 2,69 30,86 21,41 18,09 18,08 1,73 5,69 0,64 0,84 15,92 4,26 3,68 9,43 2,72 0,00 0,01 0,51 0,60 0,00 1,14 0,00 0,00 12,44 0,00 1,51 0,66 1,59 0,00 0,00 0,00 0,00 0,01 0,00
13:22:20,979 3,03 19,46 12,67 4,80 6,45 5,22 3,06 0,00 0,00 0,00 0,05 0,05 0,06 7,09 9,24 2,85 31,38 21,61 18,58 17,45 1,69 5,38 0,62 0,83 16,04 4,27 3,75 9,48 2,73 0,00 0,01 0,51 0,61 0,00 0,75 0,00 0,00 10,50 0,00 1,72 0,74 1,77 0,00 0,00 0,00 0,00 0,01 0,00
13:22:20,979 3,03 19,52 12,70 4,82 6,47 5,24 3,07 0,00 0,00 0,00 0,06 0,05 0,06 7,35 9,32 3,01 31,86 21,79 19,04 16,85 1,66 5,10 0,60 0,81 16,07 4,28 3,76 9,49 2,73 0,00 0,01 0,51 0,61 0,00 0,90 0,00 0,00 11,28 0,00 1,49 0,65 1,58 0,00 0,00 0,00 0,00 0,01 0,00
13:22:24,543 3,05 19,63 12,75 4,84 6,50 5,26 3,08 0,00 0,00 0,00 0,06 0,05 0,06 7,54 9,37 3,13 32,21 21,92 19,38 16,22 1,62 4,81 0,58 0,79 16,08 4,28 3,76 9,49 2,73 0,00 0,01 0,51 0,61 0,00 1,13 0,00 0,00 12,42 0,00 1,75 0,75 1,80 0,00 0,00 0,00 0,00 0,01 0,00
13:22:26,393 3,05 19,65 12,77 4,85 6,51 5,26 3,09 0,00 0,00 0,00 0,06 0,05 0,06 7,65 9,40 3,20 32,41 22,00 19,57 15,65 1,59 4,55 0,56 0,78 16,08 4,28 3,76 9,49 2,73 0,00 0,01 0,51 0,61 0,00 1,33 0,00 0,00 13,26 0,00 1,77 0,75 1,81 0,00 0,00 0,00 0,00 0,01 0,00
13:22:32,228 3,04 19,56 12,72 4,83 6,48 5,24 3,08 0,00 0,00 0,00 0,06 0,05 0,06 7,89 9,46 3,35 32,84 22,15 19,99 15,20 1,57 4,35 0,54 0,77 16,17 4,29 3,81 9,52 2,74 0,00 0,01 0,51 0,61 0,00 1,35 0,00 0,00 13,35 0,00 1,53 0,66 1,61 0,00 0,00 0,00 0,00 0,01 0,00
13:22:32,228 3,04 19,59 12,74 4,83 6,49 5,25 3,08 0,00 0,00 0,00 0,06 0,05 0,06 8,01 9,49 3,42 33,06 22,23 20,20 14,74 1,54 4,14 0,53 0,75 16,19 4,29 3,82 9,53 2,74 0,00 0,01 0,51 0,61 0,00 1,52 0,00 0,00 14,00 0,00 1,93 0,81 1,95 0,00 0,00 0,00 0,00 0,01 0,00
13:22:32,228 3,04 19,60 12,74 4,83 6,49 5,25 3,08 0,00 0,00 0,00 0,06 0,05 0,06 8,11 9,51 3,49 33,23 22,30 20,37 14,42 1,52 4,00 0,52 0,74 16,20 4,29 3,82 9,53 2,74 0,00 0,01 0,51 0,61 0,00 1,06 0,00 0,00 12,09 0,00 1,74 0,74 1,79 0,00 0,00 0,00 0,00 0,01 0,00
13:22:39,447 3,05 19,64 12,76 4,84 6,51 5,26 3,09 0,00 0,00 0,00 0,06 0,05 0,06 8,37 9,57 3,65 33,67 22,46 20,80 14,14 1,50 3,88 0,51 0,74 16,10 4,28 3,77 9,50 2,73 0,00 0,01 0,51 0,61 0,00 1,88 0,00 0,00 15,25 0,01 1,58 0,69 1,66 0,00 0,00 0,00 0,00 0,01 0,00
13:22:39,447 3,05 19,65 12,77 4,85 6,51 5,26 3,09 0,00 0,00 0,00 0,06 0,06 0,06 8,42 9,59 3,68 33,76 22,49 20,89 13,86 1,49 3,76 0,50 0,73 16,18 4,29 3,81 9,53 2,74 0,00 0,01 0,51 0,61 0,00 1,32 0,00 0,00 13,23 0,00 1,53 0,67 1,62 0,00 0,00 0,00 0,00 0,01 0,00
13:22:39,447 3,05 19,65 12,77 4,85 6,51 5,26 3,09 0,00 0,00 0,00 0,06 0,06 0,06 8,59 9,63 3,79 34,04 22,59 21,17 13,76 1,48 3,72 0,50 0,73 16,00 4,27 3,72 9,46 2,73 0,00 0,01 0,51 0,61 0,00 1,84 0,00 0,00 15,13 0,01 1,59 0,69 1,66 0,00 0,00 0,00 0,00 0,01 0,00
13:22:49,697 3,05 19,65 12,77 4,85 6,51 5,26 3,09 0,00 0,00 0,00 0,06 0,06 0,06 8,62 9,64 3,82 34,10 22,61 21,23 13,57 1,47 3,64 0,49 0,72 16,26 4,30 3,85 9,55 2,74 0,00 0,01 0,51 0,61 0,00 1,50 0,00 0,00 13,92 0,00 1,60 0,69 1,67 0,00 0,00 0,00 0,01 0,02 0,00
13:22:49,697 3,05 19,65 12,77 4,85 6,51 5,26 3,09 0,00 0,00 0,00 0,06 0,06 0,06 8,87 9,69 3,98 34,52 22,77 21,65 13,45 1,46 3,59 0,49 0,72 16,02 4,27 3,73 9,47 2,73 0,00 0,01 0,51 0,61 0,00 1,12 0,00 0,00 12,37 0,00 1,60 0,69 1,67 0,00 0,00 0,00 0,00 0,01 0,00
13:22:49,697 3,05 19,70 12,79 4,86 6,53 5,27 3,09 0,00 0,00 0,00 0,06 0,06 0,06 9,01 9,73 4,07 34,74 22,85 21,88 13,30 1,45 3,53 0,48 0,71 16,26 4,30 3,85 9,56 2,74 0,00 0,01 0,51 0,61 0,00 0,94 0,00 0,00 11,49 0,00 1,87 0,79 1,89 0,00 0,00 0,00 0,00 0,01 0,00
13:22:49,697 3,07 19,80 12,84 4,88 6,56 5,29 3,10 0,00 0,00 0,00 0,06 0,06 0,06 9,04 9,73 4,09 34,79 22,86 21,92 13,27 1,45 3,52 0,48 0,71 16,11 4,28 3,78 9,50 2,73 0,00 0,01 0,52 0,61 0,00 0,91 0,00 0,00 11,36 0,00 1,26 0,57 1,38 0,00 0,00 0,00 0,00 0,01 0,00
13:22:50,908 3,07 19,82 12,85 4,88 6,56 5,29 3,11 0,00 0,00 0,00 0,06 0,06 0,06 9,21 9,77 4,21 35,07 22,96 22,21 13,18 1,45 3,48 0,48 0,71 16,28 4,30 3,86 9,56 2,74 0,00 0,01 0,52 0,61 0,00 1,59 0,00 0,00 14,24 0,00 1,66 0,71 1,72 0,00 0,00 0,00 0,00 0,01 0,00
13:22:58,151 3,07 19,87 12,88 4,89 6,58 5,30 3,11 0,00 0,00 0,00 0,06 0,06 0,06 9,16 9,76 4,18 34,99 22,93 22,13 13,20 1,45 3,49 0,48 0,71 16,51 4,33 3,98 9,65 2,76 0,00 0,01 0,52 0,61 0,00 0,33 0,00 0,00 7,49 0,00 1,36 0,60 1,47 0,00 0,00 0,00 0,00 0,01 0,00
13:22:58,151 3,07 19,84 12,86 4,89 6,57 5,29 3,11 0,00 0,00 0,00 0,06 0,06 0,06 9,41 9,82 4,35 35,39 23,08 22,54 13,12 1,44 3,46 0,48 0,71 16,26 4,30 3,85 9,56 2,74 0,00 0,01 0,52 0,61 0,00 0,88 0,00 0,00 11,22 0,00 1,63 0,70 1,69 0,00 0,00 0,00 0,00 0,01 0,00
13:22:58,151 3,07 19,87 12,88 4,90 6,58 5,30 3,11 0,00 0,00 0,00 0,06 0,06 0,06 9,55 9,85 4,44 35,61 23,16 22,76 13,02 1,44 3,42 0,47 0,70 16,41 4,31 3,93 9,61 2,75 0,00 0,01 0,52 0,61 0,00 1,41 0,00 0,00 13,57 0,00 1,57 0,68 1,65 0,00 0,00 0,00 0,00 0,01 0,00
13:23:00,398 3,07 19,88 12,88 4,90 6,58 5,30 3,11 0,00 0,00 0,00 0,06 0,06 0,06 9,58 9,85 4,46 35,66 23,17 22,81 13,00 1,44 3,41 0,47 0,70 16,05 4,27 3,75 9,48 2,73 0,00 0,01 0,52 0,61 0,00 0,81 0,00 0,00 10,81 0,00 1,33 0,59 1,44 0,00 0,00 0,00 0,00 0,01 0,00
13:23:02,203 3,07 19,88 12,88 4,90 6,58 5,30 3,11 0,00 0,00 0,00 0,06 0,06 0,06 9,86 9,91 4,66 36,09 23,33 23,26 13,00 1,44 3,41 0,47 0,70 16,46 4,32 3,96 9,63 2,76 0,00 0,01 0,52 0,61 0,00 1,03 0,00 0,00 11,94 0,00 1,42 0,62 1,52 0,00 0,00 0,00 0,00 0,01 0,00
13:23:06,558 3,08 19,93 12,91 4,91 6,59 5,31 3,12 0,00 0,00 0,00 0,06 0,06 0,06 9,91 9,92 4,70 36,18 23,36 23,35 13,00 1,44 3,41 0,47 0,70 16,45 4,32 3,95 9,62 2,76 0,00 0,01 0,52 0,61 0,00 1,18 0,00 0,00 12,64 0,00 1,70 0,73 1,75 0,00 0,00 0,00 0,00 0,01 0,00
13:23:07,314 3,08 19,94 12,91 4,91 6,60 5,31 3,12 0,00 0,00 0,00 0,06 0,06 0,06 9,92 9,93 4,70 36,20 23,36 23,36 12,96 1,43 3,39 0,47 0,70 16,45 4,32 3,95 9,62 2,76 0,00 0,01 0,52 0,62 0,00 1,11 0,00 0,00 12,30 0,00 1,31 0,58 1,42 0,00 0,00 0,00 0,00 0,02 0,00
13:23:11,467 3,08 19,94 12,91 4,91 6,60 5,32 3,12 0,00 0,00 0,00 0,06 0,06 0,06 10,11 9,97 4,84 36,49 23,47 23,67 12,99 1,43 3,40 0,47 0,70 16,45 4,32 3,95 9,62 2,76 0,00 0,01 0,52 0,62 0,00 1,82 0,00 0,00 15,05 0,01 1,69 0,72 1,74 0,00 0,00 0,00 0,00 0,01 0,00
13:23:11,467 3,09 19,99 12,94 4,92 6,61 5,32 3,12 0,00 0,00 0,00 0,06 0,06 0,06 10,15 9,97 4,86 36,55 23,49 23,73 13,00 1,44 3,41 0,47 0,70 16,55 4,33 4,00 9,66 2,76 0,00 0,01 0,52 0,62 0,00 1,45 0,00 0,00 13,72 0,00 1,16 0,53 1,29 0,00 0,00 0,00 0,00 0,01 0,00
13:23:13,798 3,08 19,95 12,92 4,91 6,60 5,32 3,12 0,00 0,00 0,00 0,06 0,06 0,06 10,25 9,99 4,94 36,70 23,54 23,89 13,04 1,44 3,42 0,47 0,70 16,67 4,34 4,06 9,70 2,77 0,00 0,01 0,52 0,62 0,00 0,89 0,00 0,00 11,27 0,00 1,79 0,76 1,83 0,00 0,00 0,00 0,00 0,01 0,00
13:23:20,048 3,09 20,04 12,96 4,93 6,62 5,33 3,13 0,00 0,00 0,00 0,06 0,06 0,06 10,47 10,04 5,09 37,02 23,65 24,23 13,01 1,44 3,41 0,47 0,70 16,49 4,32 3,97 9,64 2,76 0,00 0,01 0,52 0,62 0,00 1,10 0,00 0,00 12,28 0,00 1,69 0,73 1,75 0,00 0,00 0,00 0,00 0,01 0,00
13:23:20,048 3,09 20,01 12,95 4,92 6,62 5,33 3,13 0,00 0,00 0,00 0,06 0,06 0,06 10,51 10,05 5,12 37,09 23,68 24,30 13,00 1,44 3,41 0,47 0,70 16,55 4,33 4,00 9,66 2,76 0,00 0,01 0,52 0,62 0,00 1,22 0,00 0,00 12,79 0,00 1,58 0,68 1,65 0,00 0,00 0,00 0,00 0,01 0,00
13:23:26,065 3,09 20,00 12,94 4,92 6,61 5,33 3,13 0,00 0,00 0,00 0,06 0,06 0,06 10,62 10,07 5,20 37,25 23,73 24,46 13,00 1,44 3,41 0,47 0,70 16,57 4,33 4,01 9,67 2,76 0,00 0,01 0,52 0,62 0,00 1,34 0,00 0,00 13,30 0,00 1,35 0,60 1,46 0,00 0,00 0,00 0,00 0,01 0,00
13:23:26,065 3,10 20,09 12,99 4,94 6,64 5,34 3,14 0,00 0,00 0,00 0,06 0,06 0,06 10,74 10,09 5,29 37,43 23,79 24,65 13,00 1,44 3,41 0,47 0,70 16,57 4,33 4,01 9,67 2,76 0,00 0,01 0,52 0,62 0,00 1,89 0,00 0,00 15,29 0,01 1,93 0,81 1,94 0,00 0,00 0,00 0,00 0,01 0,00
13:23:26,065 3,10 20,11 13,00 4,95 6,65 5,35 3,14 0,00 0,00 0,00 0,06 0,06 0,06 10,76 10,10 5,31 37,46 23,81 24,69 13,00 1,44 3,41 0,47 0,70 16,47 4,32 3,96 9,63 2,76 0,00 0,01 0,52 0,62 0,00 1,44 0,00 0,00 13,71 0,00 1,94 0,82 1,95 0,00 0,00 0,00 0,00 0,01 0,00
13:23:36,131 3,11 20,21 13,05 4,97 6,68 5,37 3,15 0,00 0,00 0,00 0,06 0,06 0,06 10,77 10,10 5,31 37,47 23,81 24,70 13,00 1,44 3,41 0,47 0,70 16,45 4,32 3,95 9,63 2,76 0,00 0,01 0,52 0,62 0,00 1,24 0,00 0,00 12,90 0,00 1,64 0,71 1,70 0,00 0,00 0,00 0,00 0,01 0,00
13:23:36,131 3,11 20,23 13,06 4,97 6,68 5,37 3,15 0,00 0,00 0,00 0,06 0,06 0,06 10,77 10,10 5,31 37,47 23,81 24,70 13,00 1,44 3,41 0,47 0,70 16,65 4,34 4,05 9,70 2,77 0,00 0,01 0,52 0,62 0,00 1,24 0,00 0,00 12,87 0,00 1,18 0,54 1,31 0,00 0,00 0,00 0,00 0,01 0,00
13:23:36,131 3,11 20,23 13,06 4,97 6,68 5,37 3,15 0,00 0,00 0,00 0,06 0,06 0,06 10,97 10,14 5,46 37,77 23,91 25,01 13,08 1,44 3,44 0,47 0,71 16,59 4,33 4,02 9,67 2,76 0,00 0,01 0,52 0,62 0,00 1,37 0,00 0,00 13,40 0,00 1,83 0,78 1,86 0,00 0,00 0,00 0,00 0,01 0,00
13:23:36,131 3,10 20,14 13,02 4,95 6,65 5,35 3,14 0,00 0,00 0,00 0,06 0,06 0,07 11,12 10,17 5,57 37,98 23,98 25,24 13,02 1,44 3,41 0,47 0,70 16,67 4,34 4,06 9,71 2,77 0,00 0,01 0,52 0,62 0,00 1,74 0,00 0,00 14,79 0,00 1,66 0,72 1,72 0,00 0,00 0,00 0,00 0,01 0,00
13:23:36,926 3,11 20,22 13,05 4,97 6,68 5,37 3,15 0,00 0,00 0,00 0,06 0,06 0,07 11,35 10,21 5,74 38,32 24,10 25,60 13,04 1,44 3,42 0,47 0,70 16,59 4,33 4,02 9,68 2,76 0,00 0,01 0,52 0,62 0,00 1,21 0,00 0,00 12,74 0,00 1,44 0,63 1,54 0,00 0,00 0,00 0,00 0,01 0,00
