12:52:40,080 4,44 33,16 19,25 7,77 10,37 7,64 4,52 0,00 0,00 0,00 0,06 0,06 0,06 45,00 13,65 44,33 68,71 33,16 65,34 8,02 1,10 1,61 0,31 0,54 50,89 6,90 43,05 19,33 4,30 0,02 0,05 0,69 0,80 0,01 27,97 12,18 44,04 45,91 3,50 16,32 4,99 10,84 0,20 0,62 1,51 1,43 2,35 0,25
12:53:47,183 2,71 16,67 11,22 4,18 5,62 4,68 2,74 0,00 0,00 0,00 0,03 0,03 0,03 1,83 6,95 0,38 17,67 15,79 7,39 4,24 0,77 0,60 0,17 0,38 12,91 3,91 2,37 8,29 2,50 0,00 0,00 0,48 0,58 0,00 28,14 12,48 45,32 46,02 3,56 7,62 2,61 5,87 0,33 0,98 2,67 2,17 3,37 0,41
12:53:49,505 2,74 16,97 11,38 4,24 5,71 4,74 2,77 0,00 0,00 0,00 0,03 0,03 0,03 2,02 7,10 0,44 18,44 16,16 7,92 4,98 0,84 0,77 0,20 0,42 13,14 3,94 2,46 8,38 2,52 0,00 0,00 0,48 0,58 0,00 37,98 41,69 186,46 52,01 7,23 13,12 4,15 9,09 0,85 2,40 8,12 4,86 6,80 1,07
12:53:51,818 2,75 17,03 11,41 4,26 5,73 4,75 2,78 0,00 0,00 0,00 0,03 0,03 0,03 2,20 7,23 0,50 19,12 16,49 8,39 5,41 0,88 0,87 0,21 0,44 13,35 3,96 2,54 8,46 2,54 0,00 0,00 0,49 0,58 0,00 23,67 6,23 20,05 42,89 2,36 6,92 2,41 5,43 0,25 0,77 1,97 1,74 2,78 0,31
12:53:54,152 2,78 17,24 11,52 4,31 5,80 4,79 2,81 0,00 0,00 0,00 0,03 0,03 0,04 2,35 7,32 0,55 19,64 16,73 8,76 5,57 0,89 0,91 0,22 0,44 13,47 3,98 2,59 8,51 2,55 0,00 0,00 0,49 0,58 0,00 57,76 225,27 1349,24 61,71 19,49 11,67 3,75 8,27 0,82 2,32 7,79 4,72 6,63 1,03
12:53:56,451 2,78 17,29 11,54 4,32 5,81 4,80 2,81 0,00 0,00 0,00 0,03 0,04 0,04 2,45 7,39 0,59 19,99 16,89 9,01 5,55 0,89 0,91 0,22 0,44 13,42 3,97 2,57 8,49 2,54 0,00 0,00 0,49 0,58 0,00 40,59 54,47 255,17 53,44 8,46 9,74 3,22 7,15 0,33 1,00 2,73 2,20 3,42 0,41
12:53:58,780 2,78 17,25 11,53 4,31 5,80 4,79 2,81 0,00 0,00 0,00 0,03 0,04 0,04 2,51 7,43 0,61 20,22 17,00 9,18 5,46 0,89 0,89 0,22 0,44 13,65 4,00 2,66 8,58 2,56 0,00 0,00 0,49 0,58 0,00 39,85 50,60 234,03 53,04 8,10 9,63 3,19 7,09 0,18 0,56 1,34 1,32 2,19 0,22
12:54:01,064 2,78 17,29 11,54 4,32 5,81 4,80 2,81 0,00 0,00 0,00 0,03 0,04 0,04 2,57 7,47 0,63 20,42 17,09 9,33 5,36 0,88 0,86 0,21 0,44 13,70 4,00 2,68 8,60 2,56 0,00 0,00 0,49 0,58 0,00 25,46 8,35 28,28 44,19 2,81 10,67 3,48 7,70 0,63 1,80 5,69 3,76 5,44 0,78
12:54:03,409 2,78 17,30 11,55 4,32 5,81 4,80 2,81 0,00 0,00 0,00 0,03 0,04 0,04 2,66 7,52 0,67 20,71 17,22 9,54 5,29 0,87 0,84 0,21 0,43 13,62 3,99 2,65 8,57 2,56 0,00 0,00 0,49 0,59 0,00 32,74 22,95 92,56 48,95 5,09 8,68 2,92 6,52 0,25 0,75 1,91 1,70 2,73 0,30
12:54:05,692 2,79 17,34 11,57 4,33 5,82 4,81 2,82 0,00 0,00 0,00 0,03 0,04 0,04 2,68 7,53 0,67 20,77 17,25 9,58 5,21 0,86 0,82 0,21 0,43 13,61 3,99 2,65 8,56 2,56 0,00 0,00 0,49 0,59 0,00 23,16 5,70 18,08 42,51 2,24 7,12 2,47 5,56 0,18 0,55 1,30 1,29 2,14 0,22
12:54:08,030 2,78 17,31 11,55 4,32 5,81 4,80 2,81 0,00 0,00 0,00 0,03 0,04 0,04 2,73 7,56 0,69 20,94 17,33 9,71 5,13 0,85 0,80 0,20 0,42 13,61 3,99 2,64 8,56 2,56 0,00 0,00 0,49 0,59 0,00 20,51 3,50 10,20 40,46 1,68 10,35 3,39 7,51 0,66 1,88 5,99 3,90 5,61 0,82
12:54:10,349 2,79 17,38 11,59 4,34 5,84 4,82 2,82 0,00 0,00 0,00 0,03 0,04 0,04 2,74 7,57 0,70 20,98 17,34 9,74 5,05 0,85 0,78 0,20 0,42 13,61 3,99 2,64 8,56 2,56 0,00 0,00 0,49 0,59 0,00 38,63 44,64 202,03 52,37 7,52 9,30 3,09 6,89 0,27 0,81 2,11 1,83 2,91 0,33
12:54:12,645 2,80 17,48 11,64 4,36 5,87 4,84 2,83 0,00 0,00 0,00 0,03 0,04 0,04 2,82 7,61 0,73 21,23 17,46 9,93 4,97 0,84 0,77 0,20 0,42 13,61 3,99 2,64 8,56 2,56 0,00 0,00 0,49 0,59 0,00 30,65 17,61 67,86 47,66 4,35 7,91 2,70 6,05 0,33 0,97 2,64 2,15 3,35 0,40
12:54:14,961 2,80 17,46 11,63 4,36 5,86 4,83 2,83 0,00 0,00 0,00 0,03 0,04 0,04 2,84 7,62 0,73 21,29 17,48 9,97 4,94 0,84 0,76 0,20 0,42 13,61 3,99 2,64 8,56 2,56 0,00 0,00 0,49 0,59 0,00 39,54 49,04 225,61 52,87 7,95 10,77 3,50 7,76 0,46 1,36 4,00 2,91 4,35 0,58
12:54:17,296 2,81 17,54 11,67 4,37 5,88 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,84 7,62 0,73 21,30 17,49 9,97 4,87 0,83 0,74 0,19 0,41 13,77 4,01 2,71 8,62 2,57 0,00 0,00 0,49 0,59 0,00 22,48 5,06 15,70 41,99 2,09 8,25 2,79 6,26 0,20 0,62 1,51 1,44 2,36 0,25
12:54:19,614 2,81 17,51 11,66 4,37 5,88 4,84 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,84 7,62 0,73 21,30 17,49 9,98 4,84 0,83 0,73 0,19 0,41 13,64 4,00 2,66 8,57 2,56 0,00 0,00 0,49 0,59 0,00 17,73 1,95 5,12 38,12 1,19 6,78 2,36 5,34 0,21 0,64 1,58 1,48 2,42 0,26
12:54:21,893 2,81 17,51 11,66 4,37 5,87 4,84 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,89 7,65 0,76 21,47 17,56 10,10 4,82 0,83 0,73 0,19 0,41 13,69 4,00 2,68 8,59 2,56 0,00 0,00 0,49 0,59 0,00 44,75 80,67 404,48 55,61 10,65 10,81 3,51 7,78 0,40 1,18 3,36 2,56 3,90 0,50
12:54:24,235 2,81 17,55 11,68 4,38 5,89 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,91 7,66 0,76 21,50 17,58 10,13 4,80 0,82 0,73 0,19 0,41 13,71 4,00 2,68 8,60 2,56 0,00 0,00 0,49 0,59 0,00 30,28 16,76 64,04 47,42 4,23 8,27 2,80 6,27 0,16 0,51 1,18 1,20 2,01 0,20
12:54:26,547 2,80 17,43 11,62 4,35 5,85 4,83 2,83 0,00 0,00 0,00 0,03 0,04 0,04 2,99 7,71 0,79 21,76 17,70 10,33 4,75 0,82 0,71 0,19 0,41 13,63 3,99 2,65 8,57 2,56 0,00 0,00 0,49 0,59 0,00 36,21 34,43 148,98 51,01 6,46 6,56 2,30 5,21 0,32 0,95 2,56 2,10 3,28 0,39
12:54:28,867 2,81 17,53 11,67 4,37 5,88 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,90 7,66 0,76 21,47 17,57 10,11 4,74 0,82 0,71 0,19 0,41 13,86 4,02 2,75 8,66 2,58 0,00 0,00 0,49 0,59 0,00 33,82 26,16 107,92 49,61 5,49 9,59 3,18 7,06 0,18 0,55 1,29 1,28 2,13 0,22
12:54:31,151 2,81 17,51 11,66 4,37 5,88 4,84 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,93 7,68 0,77 21,59 17,62 10,19 4,74 0,82 0,71 0,19 0,41 13,90 4,03 2,77 8,68 2,58 0,00 0,00 0,49 0,59 0,00 16,54 1,47 3,69 37,05 1,01 8,33 2,82 6,31 0,18 0,55 1,29 1,28 2,13 0,22
12:54:33,492 2,81 17,55 11,68 4,38 5,89 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,97 7,69 0,78 21,69 17,66 10,28 4,73 0,82 0,71 0,19 0,41 13,75 4,01 2,70 8,62 2,57 0,00 0,00 0,49 0,59 0,00 23,81 6,37 20,60 42,99 2,39 9,97 3,28 7,29 0,40 1,17 3,34 2,55 3,89 0,49
12:54:35,810 2,81 17,55 11,68 4,38 5,89 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 3,00 7,71 0,80 21,80 17,71 10,36 4,72 0,82 0,71 0,19 0,41 13,80 4,02 2,72 8,64 2,57 0,00 0,00 0,49 0,59 0,00 42,77 67,27 326,86 54,59 9,57 10,08 3,31 7,35 0,51 1,47 4,42 3,13 4,63 0,63
12:54:38,098 2,81 17,56 11,68 4,38 5,89 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 3,01 7,72 0,80 21,82 17,72 10,37 4,71 0,81 0,70 0,19 0,41 13,89 4,03 2,76 8,67 2,58 0,00 0,00 0,49 0,59 0,00 30,73 17,79 68,65 47,71 4,38 8,79 2,95 6,58 0,19 0,59 1,42 1,37 2,26 0,23
12:54:40,421 2,81 17,56 11,68 4,38 5,89 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 3,01 7,72 0,80 21,83 17,72 10,38 4,69 0,81 0,70 0,19 0,40 13,83 4,02 2,74 8,65 2,57 0,00 0,00 0,50 0,59 0,00 33,13 24,07 97,91 49,19 5,23 11,57 3,72 8,21 0,44 1,30 3,78 2,79 4,20 0,55
12:54:42,752 2,81 17,56 11,68 4,38 5,89 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 3,01 7,72 0,80 21,83 17,72 10,38 4,66 0,81 0,69 0,19 0,40 13,81 4,02 2,73 8,64 2,57 0,00 0,00 0,50 0,59 0,00 20,88 3,76 11,08 40,75 1,75 8,39 2,83 6,34 0,15 0,48 1,09 1,13 1,91 0,19
12:54:45,043 2,81 17,56 11,68 4,38 5,89 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 3,01 7,72 0,80 21,83 17,72 10,38 4,66 0,81 0,69 0,19 0,40 13,73 4,01 2,69 8,61 2,57 0,00 0,00 0,50 0,59 0,00 18,76 2,44 6,69 39,01 1,36 8,79 2,95 6,58 0,16 0,51 1,18 1,20 2,01 0,20
12:54:47,349 2,81 17,56 11,68 4,38 5,89 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 3,01 7,72 0,80 21,83 17,72 10,38 4,65 0,81 0,69 0,19 0,40 13,88 4,03 2,76 8,67 2,58 0,00 0,00 0,50 0,59 0,00 29,14 14,37 53,47 46,69 3,86 12,09 3,87 8,51 0,43 1,27 3,70 2,75 4,14 0,54
12:54:49,698 2,81 17,56 11,68 4,38 5,89 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 3,07 7,75 0,82 22,00 17,80 10,51 4,65 0,81 0,69 0,19 0,40 13,99 4,04 2,80 8,71 2,59 0,00 0,00 0,50 0,59 0,00 25,49 8,39 28,43 44,21 2,81 8,06 2,74 6,14 0,21 0,63 1,55 1,46 2,39 0,25
12:54:51,993 2,81 17,56 11,68 4,38 5,89 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 3,08 7,75 0,83 22,04 17,82 10,54 4,66 0,81 0,69 0,19 0,40 14,01 4,04 2,81 8,72 2,59 0,00 0,00 0,50 0,59 0,00 32,16 21,37 85,12 48,60 4,88 7,49 2,57 5,79 0,23 0,70 1,75 1,59 2,58 0,28
12:54:54,310 2,81 17,56 11,68 4,38 5,89 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 3,05 7,74 0,82 21,96 17,78 10,48 4,67 0,81 0,69 0,19 0,40 13,93 4,03 2,78 8,69 2,58 0,00 0,00 0,50 0,59 0,00 24,05 6,64 21,61 43,17 2,45 9,26 3,08 6,87 0,52 1,52 4,59 3,21 4,74 0,65
12:54:56,620 2,82 17,60 11,71 4,39 5,90 4,86 2,85 0,00 0,00 0,00 0,03 0,04 0,04 3,08 7,75 0,83 22,03 17,81 10,53 4,65 0,81 0,69 0,19 0,40 14,00 4,04 2,81 8,71 2,59 0,00 0,00 0,50 0,59 0,00 23,15 5,69 18,03 42,50 2,24 11,55 3,72 8,20 0,68 1,92 6,18 3,98 5,72 0,84
12:54:58,936 2,83 17,69 11,76 4,41 5,93 4,88 2,86 0,00 0,00 0,00 0,03 0,04 0,04 3,08 7,76 0,83 22,04 17,82 10,54 4,65 0,81 0,69 0,19 0,40 14,02 4,04 2,82 8,72 2,59 0,00 0,00 0,50 0,59 0,00 27,26 10,98 38,98 45,43 3,30 8,24 2,79 6,25 0,18 0,56 1,33 1,31 2,18 0,22
12:55:01,256 2,81 17,58 11,70 4,38 5,90 4,86 2,85 0,00 0,00 0,00 0,03 0,04 0,04 3,08 7,76 0,83 22,04 17,82 10,54 4,66 0,81 0,69 0,19 0,40 13,93 4,03 2,78 8,69 2,58 0,00 0,00 0,50 0,59 0,00 36,19 34,33 148,48 50,99 6,45 7,71 2,64 5,92 0,57 1,64 5,07 3,45 5,05 0,71
12:55:03,550 2,82 17,60 11,71 4,39 5,90 4,86 2,85 0,00 0,00 0,00 0,03 0,04 0,04 3,03 7,73 0,81 21,87 17,74 10,41 4,68 0,81 0,70 0,19 0,40 13,92 4,03 2,77 8,68 2,58 0,00 0,00 0,50 0,59 0,00 28,91 13,91 51,46 46,53 3,79 10,55 3,44 7,63 0,80 2,25 7,50 4,59 6,47 1,00
12:55:05,870 2,82 17,61 11,71 4,39 5,91 4,86 2,85 0,00 0,00 0,00 0,03 0,04 0,04 3,04 7,73 0,81 21,92 17,77 10,45 4,67 0,81 0,69 0,19 0,40 14,00 4,04 2,81 8,71 2,59 0,00 0,00 0,50 0,59 0,00 23,21 5,76 18,28 42,55 2,25 8,09 2,75 6,16 0,23 0,69 1,72 1,58 2,56 0,28
12:55:08,203 2,82 17,61 11,71 4,39 5,91 4,86 2,85 0,00 0,00 0,00 0,03 0,04 0,04 3,13 7,78 0,85 22,19 17,89 10,66 4,67 0,81 0,69 0,19 0,40 14,02 4,04 2,81 8,72 2,59 0,00 0,00 0,50 0,59 0,00 20,06 3,20 9,17 40,09 1,60 7,11 2,46 5,55 0,17 0,53 1,25 1,25 2,08 0,21
12:55:10,505 2,82 17,65 11,73 4,40 5,92 4,87 2,85 0,00 0,00 0,00 0,03 0,04 0,04 3,12 7,78 0,84 22,16 17,87 10,63 4,65 0,81 0,69 0,19 0,40 13,93 4,03 2,78 8,69 2,58 0,00 0,00 0,50 0,59 0,00 13,64 0,68 1,49 34,26 0,64 7,08 2,45 5,53 0,16 0,50 1,15 1,18 1,98 0,20
12:55:12,798 2,82 17,66 11,74 4,40 5,92 4,87 2,85 0,00 0,00 0,00 0,03 0,04 0,04 3,12 7,78 0,84 22,15 17,87 10,63 4,65 0,81 0,69 0,19 0,40 14,00 4,04 2,81 8,71 2,59 0,00 0,00 0,50 0,59 0,00 19,98 3,15 9,00 40,02 1,58 7,94 2,70 6,07 0,16 0,49 1,13 1,16 1,95 0,19
12:55:15,121 2,83 17,75 11,78 4,42 5,95 4,89 2,86 0,00 0,00 0,00 0,03 0,04 0,04 3,09 7,76 0,83 22,07 17,83 10,56 4,66 0,81 0,69 0,19 0,40 14,02 4,04 2,82 8,72 2,59 0,00 0,00 0,50 0,59 0,00 18,87 2,50 6,88 39,10 1,38 7,48 2,57 5,78 0,15 0,47 1,07 1,12 1,90 0,18
